# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Jan 31 08:42:23 2023,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,frac1,frac2
WASP-69 b,WASP-69,3.8681382,0.0000017,-0.0000017,0,0.04525,0.00075,-0.00075,0,11.848,0.191,-0.191,0,82.6358,5.87986,-5.87986,0,0.016120864,0.016120864
HAT-P-38 b,HAT-P-38,4.640382,0.000032,-0.000032,0,0.0523,0.0009,-0.0009,0,9.247,1.031,-0.706,0,84.857,6.356,-6.356,0,0.11149562,0.076349086
HAT-P-38 b,HAT-P-38,4.640382,0.000032,-0.000032,0,0.05231,0.00085,-0.00089,0,9.247,1.031,-0.706,0,84.86061,6.3566,-6.3566,0,0.11149562,0.076349086
TOI-3757 b,TOI-3757,3.438753,0.000004,-0.000004,0,0.03845,0.00043,-0.00043,0,12,0.4,-0.5,0,85.3,8.8,-8.7,0,0.033333333,0.041666667
WASP-131 b,WASP-131,5.322023,0.000005,-0.000005,0,0.0607,0.0009,-0.0009,0,13.675,0.56,-0.56,0,85.8141,6.3566,-6.3566,0,0.04095064,0.04095064
WASP-147 b,WASP-147,4.60273,0.000027,-0.000027,0,0.0549,0.0012,-0.0013,0,12.498,1.569,-1.042,0,87.40325,8.89924,-8.58141,0,0.125540086,0.08337334
WASP-39 b,WASP-39,4.0552947,0.00000097,-0.00000097,0,0.04859,0.00051,-0.00053,0,14.235,0.448,-0.448,0,87.40325,13.34886,-13.66669,0,0.031471725,0.031471725
WASP-117 b,WASP-117,10.02165,0.00055,-0.00055,0,0.09459,0.00084,-0.00079,0,11.444,0.852,-0.729,0,87.5585,2.8603,-2.8603,0,0.074449493,0.063701503
WASP-117 b,WASP-117,10.02165,0.00055,-0.00055,0,0.09464,0.00082,-0.00082,0,11.444,0.852,-0.729,0,87.75286,3.14652,-3.05117,0,0.074449493,0.063701503
WASP-160 B b,WASP-160 B,3.7684952,0.0000035,-0.0000035,0,0.0452,0.0012,-0.0012,0,12.218,0.527,-0.46,0,88.35674,13.98452,-14.30235,0,0.043133082,0.03764937
WASP-39 b,WASP-39,4.055259,0.000009,-0.000009,0,0.0486,0.0005,-0.0005,0,14.235,0.448,-0.448,0,88.989,9.535,-9.535,0,0.031471725,0.031471725
WASP-126 b,WASP-126,3.2888,0.00001,-0.00001,0,0.0449,0.0008,-0.0008,0,10.761,1.121,-0.56,0,88.9924,12.7132,-12.7132,0,0.104172475,0.052039773
WASP-39 b,WASP-39,4.0552941,0.0000034,-0.0000034,0,0.04828,0.00082,-0.00082,0,14.336,0.448,-0.448,0,89.31023,10.17056,-10.17056,0,0.03125,0.03125
WASP-39 b,WASP-39,4.0552765,0.0000035,-0.0000035,0,0.04858,0.00052,-0.00052,0,14.93,0.381,-0.347,0,89.94589,13.03103,-13.03103,0,0.025519089,0.023241795
HAT-P-19 b,HAT-P-19,4.008778,0.000006,-0.000006,0,0.04664,0.00076,-0.00078,0,12.689,0.807,-0.807,0,90.26372,5.08528,-5.08528,0,0.063598392,0.063598392
WASP-148 b,WASP-148,8.803809,0.000043,-0.000043,0,0.08215,0.00086,-0.0015,0,8.474,0.146,-0.191,0,91.21675,6.99222,-5.08525,0,0.017229172,0.022539533
WASP-69 b,WASP-69,3.86814,0.000002,-0.000002,0,,,,,12.442,0.448,-0.448,0,92.1707,9.5349,-9.5349,0,0.036007073,0.036007073
WASP-21 b,WASP-21,,,,,,,,,12.89,0.112,-0.224,0,92.1707,3.1783,-3.1783,0,0.008688906,0.017377812
WASP-148 b,WASP-148,8.80381,0.000043,-0.000043,0,0.0845,0.0022,-0.0022,0,8.093,0.616,-0.616,0,92.48853,7.94575,-7.94575,0,0.076115161,0.076115161
HAT-P-19 b,HAT-P-19,4.008778,0.000006,-0.000006,0,0.0466,0.0008,-0.0008,0,12.689,0.807,-0.807,0,92.802,5.721,-5.721,0,0.063598392,0.063598392
Kepler-427 b,Kepler-427,10.290994,0.0000011,-0.0000011,0,0.0913,0.0019,-0.0019,0,13.787,2.354,-2.354,0,92.80636,17.16282,-17.16282,0,0.170740553,0.170740553
WASP-21 b,WASP-21,4.322506,0.0000031,-0.0000031,0,0.0516,0.0023,-0.0023,0,14.157,1.009,-1.009,0,93.75985,9.5349,-9.5349,0,0.071272162,0.071272162
WASP-21 b,WASP-21,4.3225126,0.0000022,-0.0000022,0,0.05212,0.00051,-0.00052,0,11.994,0.673,-0.673,0,94.39551,4.13179,-4.13179,0,0.056111389,0.056111389
TOI-1296 b,TOI-1296,3.9443715,0.0000058,-0.0000058,0,0.0497,0.0023,-0.0028,0,13.798,0.347,-0.347,0,94.71287,12.39531,-12.39531,0,0.025148572,0.025148572
WASP-181 b,WASP-181,4.5195064,0.0000034,-0.0000034,0,0.05427,0.00069,-0.00069,0,13.271,0.796,-0.661,0,95.03117,10.80622,-10.80622,0,0.059980408,0.049807852
WASP-21 b,WASP-21,4.322482,0.000019,-0.000024,0,0.052,0.00041,-0.00044,0,11.99,0.56,-0.56,0,95.345,3.496,-3.496,0,0.046705588,0.046705588
WASP-83 b,WASP-83,4.971252,0.000015,-0.000015,0,0.059,0.001,-0.001,0,11.657,0.897,-0.56,0,95.349,9.5349,-9.5349,0,0.076949472,0.048039804
WASP-117 b,WASP-117,10.02165,0.00055,-0.00055,0,,,,,11.882,0.785,-0.785,0,95.349,15.8915,-15.8915,0,0.066066319,0.066066319
TOI-1268 b,TOI-1268,8.1577094,0.0000045,-0.0000045,0,0.0711,0.0063,-0.0058,0,9.1,0.6,-0.6,0,96.4,8.2,-8.3,0,0.065934066,0.065934066
WASP-83 b,WASP-83,4.971252,0.000015,-0.000015,0,0.059,0.0015,-0.0016,0,11.657,0.897,-0.56,0,96.93815,11.75971,-11.12405,0,0.076949472,0.048039804
HAT-P-51 b,HAT-P-51,4.2180278,0.0000059,-0.0000059,0,0.05069,0.00049,-0.00049,0,14.493,0.605,-0.605,0,98.20947,5.72094,-5.72094,0,0.04174429,0.04174429
WASP-151 b,WASP-151,4.533471,0.000004,-0.000004,0,0.055,0.001,-0.001,0,12.666,0.336,-0.336,0,98.5273,12.7132,-9.5349,0,0.026527712,0.026527712
WASP-20 b,WASP-20,4.8996284,0.0000033,-0.0000033,0,0.06,0.00069,-0.00069,0,16.388,0.661,-0.661,0,98.841,5.403,-5.403,0,0.040334391,0.040334391
HAT-P-51 b,HAT-P-51,4.2180278,0.0000059,-0.0000059,0,0.05067,0.00048,-0.00047,0,14.493,0.605,-0.605,0,98.84513,6.03877,-6.03877,0,0.04174429,0.04174429
WASP-20 b,WASP-20,4.8996284,0.0000033,-0.0000033,0,0.05999,0.00069,-0.00068,0,16.388,0.661,-0.661,0,98.84513,6.03877,-5.72094,0,0.040334391,0.040334391
K2-287 b,K2-287,14.893291,0.000025,-0.000025,0,0.1206,0.0008,-0.0008,0,9.494,0.146,-0.146,0,100.11645,8.58141,-8.58141,0,0.015378134,0.015378134
WASP-151 b,WASP-151,4.5334775,0.0000023,-0.0000023,0,0.055,0.00084,-0.00084,0,13.305,0.235,-0.235,0,100.43378,9.85268,-9.85268,0,0.017662533,0.017662533
HD 149026 b,HD 149026,2.8758916,0.0000014,-0.0000014,0,0.04364,0.00022,-0.00022,0,9.09,0.325,-0.303,0,102.34126,4.44962,-3.81396,0,0.035753575,0.033333333
Kepler-16 b,Kepler-16,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,8.449,0.029,-0.029,0,105.833,5.085,-5.085,0,0.003432359,0.003432359
KOI-94 d,KOI-94,22.342989,0.0000067,-0.0000067,0,0.1684,0.0022,-0.0022,0,11.27,1.06,-1.06,0,106,11,-11,0,0.094055013,0.094055013
K2-295 b,K2-295,4.024867,0.000015,-0.000015,0,0.0451,0.0006,-0.0014,0,10.054,0.123,-0.056,0,106.47305,19.70546,-19.70546,0,0.012233937,0.005569922
Kepler-426 b,Kepler-426,3.21751883,0.00000019,-0.00000019,0,0.04135,0.00088,-0.00095,0,12.218,0.336,-0.336,0,107.10871,18.43414,-19.0698,0,0.027500409,0.027500409
WASP-63 b,WASP-63,4.37809,0.000006,-0.000006,0,0.05417,0.00067,-0.00089,0,14.908,2.69,-2.69,0,107.74437,9.5349,-9.5349,0,0.180440032,0.180440032
HAT-P-44 b,HAT-P-44,4.301219,0.000019,-0.000019,0,0.0507,0.0007,-0.0007,0,13.922,1.188,-0.572,0,111.871,9.217,-9.217,0,0.085332567,0.041086051
HATS-49 b,HATS-49,4.1480467,0.0000037,-0.0000037,0,0.04515,0.00016,-0.00016,0,8.575,0.146,-0.146,0,112.19399,12.07754,-8.58141,0,0.017026239,0.017026239
WASP-148 b,WASP-148,8.803544,0.000021,-0.000021,0,,,,,8.967,0.224,-0.258,0,112.51126,17.48056,-15.89142,0,0.024980484,0.028772165
TOI-1298 b,TOI-1298,4.537164,0.000012,-0.000012,0,0.059,0.0023,-0.0023,0,9.427,0.235,-0.235,0,113.14691,10.17051,-10.17051,0,0.024928397,0.024928397
HD 149026 b,HD 149026,2.8758911,0.0000025,-0.0000025,0,0.04288,0.0005,-0.00033,0,6.837,1.11,-0.807,0,113.14748,4.13179,-3.49613,0,0.162351909,0.118034226
HD 149026 b,HD 149026,2.87598,,,0,0.04313,0.00065,-0.00056,0,7.331,0.673,-0.504,0,114.10097,6.99226,-6.67443,0,0.091801937,0.068749147
HD 1397 b,HD 1397,11.5366,0.0003,-0.0003,0,0.1003,0.0042,-0.0045,0,11.467,0.146,-0.146,0,116.64361,6.99226,-7.31009,0,0.012732188,0.012732188
HD 149026 b,HD 149026,2.8758911,0.0000025,-0.0000025,0,,,,,9.113,0.303,-0.28,0,116.957,4.132,-4.449,0,0.033249204,0.030725337
HATS-47 b,HATS-47,3.9228038,0.0000022,-0.0000022,0,0.04269,0.00033,-0.00025,0,12.52,0.157,-0.157,0,117.27927,9.85273,-6.67443,0,0.012539936,0.012539936
Qatar-8 b,Qatar-8,3.71495,0.001,-0.001,0,0.0474,0.0008,-0.0008,0,14.404,0.247,-0.247,0,117.91493,19.70546,-19.70546,0,0.017148014,0.017148014
HAT-P-58 b,HAT-P-58,4.0138379,0.0000024,-0.0000024,0,0.04994,0.00044,-0.00044,0,14.93,0.482,-0.482,0,118.23217,9.53485,-9.53485,0,0.032283992,0.032283992
WASP-49 b,WASP-49,2.7817387,0.0000056,-0.0000056,0,0.0379,0.0011,-0.0011,0,12.498,0.527,-0.527,0,120.135,8.581,-8.581,0,0.042166747,0.042166747
WASP-20 b,WASP-20,,,,,0.0581,0.0009,-0.0009,0,14.348,1.681,-1.681,0,120.13974,6.99226,-6.99226,0,0.117159186,0.117159186
WASP-63 b,WASP-63,4.37809,0.000006,-0.000006,0,0.0574,0.0007,-0.0007,0,16.029,1.121,-0.673,0,120.77,9.535,-9.535,0,0.069935741,0.0419864
HD 149026 b,HD 149026,2.87589,0.000002,-0.000002,0,,,,,8.295,0.224,-0.224,0,120.7754,19.0698,-19.0698,0,0.027004219,0.027004219
K2-232 b,K2-232,11.168459,0.000017,-0.000017,0,0.0991,0.0022,-0.0021,0,11.859,0.258,-0.247,0,123.00021,13.98452,-13.34886,0,0.021755629,0.020828063
WASP-153 b,WASP-153,3.332609,0.000002,-0.000002,0,0.048,0.001,-0.001,0,17.374,1.121,-0.897,0,123.9537,6.3566,-6.3566,0,0.064521699,0.051628871
K2-232 b,K2-232,11.168454,0.000023,-0.000023,0,0.10356,0.00081,-0.00077,0,11.209,0.247,-0.224,0,126.49634,11.75971,-11.75971,0,0.022035864,0.019983941
WASP-49 b,WASP-49,2.7817387,0.0000056,-0.0000056,0,0.0379,0.001,-0.0011,0,12.498,0.527,-0.527,0,126.81417,9.21707,-8.58141,0,0.042166747,0.042166747
WASP-49 b,WASP-49,2.7817362,0.0000014,-0.0000014,0,0.03873,0.0013,-0.0013,0,13.428,0.527,-0.527,0,126.81417,9.5349,-9.5349,0,0.039246351,0.039246351
WASP-67 b,WASP-67,4.61,,,0,0.051,0.0013,-0.0013,0,12.229,0.516,-0.516,0,129.034,11.124,-11.124,0,0.042194783,0.042194783
NGTS-18 b,NGTS-18,3.05125,0.00001,-0.00001,0,0.0448,0.0068,-0.0068,0,13.563,2.018,-2.018,0,129.99182,25.7441,-20.02319,0,0.148787141,0.148787141
WASP-132 b,WASP-132,7.133521,0.000009,-0.000009,0,0.067,0.001,-0.001,0,9.752,0.336,-0.336,0,130.3103,9.5349,-9.5349,0,0.034454471,0.034454471
HD 1397 b,HD 1397,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,11.5,0.28,-0.303,0,131.89945,6.3566,-6.3566,0,0.024347826,0.026347826
Kepler-289 c,Kepler-289,125.8518,0.0076,-0.0076,0,0.51,0.03,-0.03,0,11.59,0.19,-0.19,0,132,17,-17,0,0.016393443,0.016393443
TOI-201 b,TOI-201,52.97818,0.00004,-0.00004,0,0.3,0.02,-0.03,0,11.299,0.135,-0.168,0,133.4886,15.8915,-9.5349,0,0.01194796,0.014868572
Kepler-289 c,Kepler-289,125.865,,,0,,,,,11.545,0.224,-0.224,0,133.4886,15.8915,-15.8915,0,0.019402339,0.019402339
Kepler-7 b,Kepler-7,4.8854948,0.0000082,-0.0000082,0,0.0613,0.0018,-0.0018,0,17.957,0.852,-0.852,0,135.07775,14.93801,-14.93801,0,0.047446678,0.047446678
K2-60 b,K2-60,3.00265,0.00004,-0.00004,0,0.045,0.003,-0.003,0,7.656,0.415,-0.415,0,135.39558,11.75971,-11.75971,0,0.054205852,0.054205852
Kepler-77 b,Kepler-77,3.57878087,0.00000023,-0.00000023,0,0.04501,0.00063,-0.00063,0,10.761,0.179,-0.179,0,136.661,10.17,-10.17,0,0.016634142,0.016634142
KELT-6 b,KELT-6,7.8457,0.0002,-0.0002,0,0.07939,0.001,-0.00099,0,13.372,1.457,-0.863,0,136.661,14.302,-14.62,0,0.108959019,0.06453784
Kepler-12 b,Kepler-12,4.4379637,0.0000002,-0.0000002,0,0.0555,0.0022,-0.0013,0,19.123,0.785,-0.437,0,136.6669,16.84499,-13.98452,0,0.041050044,0.022852063
Kepler-12 b,Kepler-12,4.4379637,0.0000002,-0.0000002,0,0.0556,0.0007,-0.0007,0,18.999,0.314,-0.359,0,136.979,13.03,-12.713,0,0.016527186,0.018895731
Kepler-12 b,Kepler-12,4.4379629,0.0000006,-0.0000006,0,0.0553,0.001,-0.0012,0,19.661,0.347,-0.404,0,137.30256,16.84499,-16.20933,0,0.017649153,0.020548294
Kepler-7 b,Kepler-7,4.885525,0.00004,-0.00004,0,0.06224,0.00109,-0.00084,0,16.567,0.56,-0.572,0,137.615,12.713,-13.03,0,0.033802137,0.034526468
Kepler-12 b,Kepler-12,4.4379637,0.0000002,-0.0000002,0,0.05563,0.00084,-0.00085,0,18.999,0.314,-0.359,0,137.62039,13.34886,-12.7132,0,0.016527186,0.018895731
WASP-144 b,WASP-144,2.2783152,0.0000013,-0.0000013,0,0.0316,0.0005,-0.0005,0,9.528,0.56,-0.56,0,139.8452,19.0698,-19.0698,0,0.058774139,0.058774139
TOI-1259 A b,TOI-1259 A,3.477978,0.0000019,-0.0000017,0,0.0407,0.00114,-0.0011,0,11.456,0.336,-0.303,0,140.16233,15.57359,-14.93794,0,0.029329609,0.026449022
Kepler-7 b,Kepler-7,4.8854892,0.0000009,-0.0000009,0,0.06067,0.00059,-0.00059,0,18.181,0.146,-0.146,0,140.16303,13.66669,-13.34886,0,0.008030361,0.008030361
KELT-6 b,KELT-6,7.845582,0.000007,-0.000007,0,0.0804,0.0014,-0.0014,0,13.227,1.233,-1.233,0,140.48086,6.03877,-6.03877,0,0.093218417,0.093218417
Kepler-7 b,Kepler-7,4.8854886,0.0000013,-0.0000013,0,0.0633,0.0012,-0.0013,0,18.484,0.336,-0.336,0,142.70567,16.20933,-15.25584,0,0.018177884,0.018177884
WASP-94 A b,WASP-94 A,3.9501907,0.0000044,-0.000003,0,0.055,0.001,-0.001,0,19.28,0.67,-0.56,0,143.653,11.124,-10.17,0,0.034751037,0.029045643
Kepler-7 b,Kepler-7,4.8854922,0.0000038,-0.0000038,0,0.06324,0.00099,-0.00099,0,18.484,0.426,-0.426,0,143.97699,21.61244,-21.61244,0,0.02304696,0.02304696
WASP-17 b,WASP-17,3.735433,0.0000076,-0.0000075,0,0.05,0.0017,-0.0017,0,22.261,0.998,-0.829,0,143.97699,13.66669,-11.12405,0,0.044831769,0.037240016
WASP-94 A b,WASP-94 A,3.9501907,0.0000037,-0.0000037,0,0.0554,0.0011,-0.0012,0,19.279,0.673,-0.56,0,144.93048,11.44188,-10.80622,0,0.03490845,0.02904715
CoRoT-5 b,CoRoT-5,4.0379156,0.0000012,-0.0000012,0,0.0495,0.0012,-0.0012,0,14.079,0.516,-0.504,0,145.88397,16.84499,-10.17056,0,0.03665033,0.035797997
WASP-52 b,WASP-52,1.7497835,0.0000011,-0.0000011,0,0.02713,0.00031,-0.00032,0,14.235,0.336,-0.336,0,145.88397,6.99226,-6.67443,0,0.023603793,0.023603793
WASP-52 b,WASP-52,1.7497798,0.0000012,-0.0000012,0,0.0272,0.0003,-0.0003,0,14.24,0.34,-0.34,0,146.2,6.36,-6.36,0,0.023876404,0.023876404
WASP-52 b,WASP-52,1.7497828,0.0000006,-0.0000006,0,,,,,13.709,0.695,-0.695,0,146.2018,6.3566,-6.3566,0,0.050696623,0.050696623
CoRoT-5 b,CoRoT-5,4.0378962,0.0000019,-0.0000019,0,0.04947,0.00026,-0.00029,0,15.558,0.516,-0.527,0,148.42,14.937,-7.628,0,0.033166217,0.033873248
CoRoT-5 b,CoRoT-5,4.0378962,0.0000019,-0.0000019,0,0.05004,0.00162,-0.00098,0,13.249,1.143,-1.098,0,149.3801,18.43414,-10.17056,0,0.086270662,0.082874179
WASP-113 b,WASP-113,4.54216875,0.0000042,-0.0000042,0,0.05885,0.0001,-0.0001,0,15.793,1.076,-1.569,0,150.96925,17.16282,-16.52716,0,0.068131451,0.099347812
WASP-13 b,WASP-13,4.353011,0.000013,-0.000013,0,0.05362,0.00074,-0.00085,0,15.569,0.504,-0.628,0,151.599,13.984,-15.573,0,0.032372021,0.040336566
WASP-17 b,WASP-17,3.7354845,0.0000019,-0.0000019,0,0.05125,0.00103,-0.00103,0,21.656,0.594,-0.594,0,151.60491,10.48839,-10.48839,0,0.027428888,0.027428888
WASP-31 b,WASP-31,3.4059096,0.000005,-0.000005,0,0.04659,0.00035,-0.00035,0,17.363,0.56,-0.56,0,151.916,9.217,-9.217,0,0.032252491,0.032252491
CoRoT-5 b,CoRoT-5,4.0378962,0.0000019,-0.0000019,0,0.04963,0.00033,-0.00032,0,15.558,0.516,-0.527,0,151.92274,11.12405,-11.12405,0,0.033166217,0.033873248
WASP-31 b,WASP-31,3.405909,0.000005,-0.000005,0,0.04657,0.00034,-0.00034,0,17.228,0.673,-0.673,0,151.92274,9.5349,-9.5349,0,0.039064314,0.039064314
WASP-96 b,WASP-96,3.4252602,0.0000027,-0.0000027,0,0.0453,0.0013,-0.0013,0,13.45,0.67,-0.67,0,152.55,9.53,-9.53,0,0.049814126,0.049814126
K2-97 b,K2-97,8.4061,0.0015,-0.0015,0,,,,,14.684,1.233,-1.233,0,152.5584,22.2481,-22.2481,0,0.083968946,0.083968946
K2-97 b,K2-97,,,,,0.081,,,0,14.684,1.233,-1.233,0,152.5584,22.2481,-22.2481,0,0.083968946,0.083968946
CoRoT-28 b,CoRoT-28,5.20851,0.00038,-0.00038,0,0.059,0.0027,-0.0028,0,10.705,0.74,-0.74,0,152.87623,17.79848,-17.79848,0,0.069126576,0.069126576
WASP-6 b,WASP-6,3.36100239,0.00000037,-0.00000037,0,0.04217,0.00079,-0.0012,0,13.72,0.572,-0.583,0,153.51189,8.26358,-9.5349,0,0.041690962,0.042492711
CoRoT-28 b,CoRoT-28,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,10.705,0.74,-0.74,0,153.82972,27.65121,-27.65121,0,0.069126576,0.069126576
Kepler-45 b,Kepler-45,2.4552339,0.0000048,-0.0000048,0,0.02987,0.00099,-0.001,0,10.761,1.233,-1.233,0,153.82972,23.20159,-22.56593,0,0.114580429,0.114580429
WASP-6 b,WASP-6,3.36100208,0.00000031,-0.00000031,0,0.0414,0.001,-0.001,0,13.787,0.392,-0.392,0,154.14755,8.58141,-8.58141,0,0.028432581,0.028432581
WASP-17 b,WASP-17,3.735438,,,0,0.0513,0.0029,-0.0029,0,19.582,0.874,-0.874,0,154.46538,10.17056,-10.17056,0,0.044632826,0.044632826
WASP-17 b,WASP-17,3.735438,0.0000068,-0.0000068,0,0.0515,0.00034,-0.00034,0,22.317,0.908,-0.908,0,154.46538,10.17056,-10.17056,0,0.040686472,0.040686472
WASP-11 b,WASP-11,3.7224747,0.0000065,-0.0000065,0,0.0435,0.0006,-0.0006,0,11.265,0.359,-0.303,0,154.777,5.721,-5.721,0,0.03186862,0.02689747
WASP-31 b,WASP-31,3.405886,0.00000078,-0.00000078,0,0.04663,0.00034,-0.00034,0,17.363,0.56,-0.56,0,155.41887,7.94575,-7.94575,0,0.032252491,0.032252491
WASP-96 b,WASP-96,3.4252602,0.0000027,-0.0000027,0,0.0454,0.0013,-0.0013,0,13.451,0.673,-0.673,0,155.7367,15.57367,-14.93801,0,0.050033455,0.050033455
K2-132 b,K2-132,,,,,0.086,,,0,14.572,0.785,-0.785,0,155.7367,19.0698,-19.0698,0,0.053870436,0.053870436
K2-132 b,K2-132,9.1751,0.0023,-0.0027,0,,,,,14.572,0.785,-0.785,0,155.7367,19.0698,-19.0698,0,0.053870436,0.053870436
WASP-17 b,WASP-17,3.7354417,0.0000072,-0.0000073,0,0.051,0.0017,-0.0018,0,19.5,2.9,-2.6,0,156,19,-18,0,0.148717949,0.133333333
HATS-75 b,HATS-75,2.7886556,0.0000011,-0.0000011,0,0.032742,0.000134,-0.000099,0,9.909,0.146,-0.146,0,156.05375,12.39531,-12.39531,0,0.01473408,0.01473408
WASP-11 b,WASP-11,3.72247967,0.00000045,-0.00000045,0,0.04375,0.00074,-0.00074,0,11.097,0.258,-0.258,0,156.37236,7.62792,-7.62792,0,0.023249527,0.023249527
Kepler-41 b,Kepler-41,1.8555588,0.0000015,-0.0000015,0,0.02895,0.00093,-0.00087,0,9.55,0.796,-0.347,0,156.69019,22.88376,-22.2481,0,0.083350785,0.036335079
TrES-4 b,TrES-4,3.55392771,0.00000047,-0.00000047,0,0.0516,0.0005,-0.0005,0,20.602,0.908,-1.009,0,157.00802,11.12405,-11.12405,0,0.044073391,0.048975828
K2-132 b,K2-132,9.1708,0.0025,-0.0025,0,0.0916,0.0006,-0.0006,0,12.207,0.067,-0.067,0,157.32585,2.16124,-2.00233,0,0.005488654,0.005488654
WASP-101 b,WASP-101,3.585722,0.000004,-0.000004,0,0.05057,0.00085,-0.0009,0,15.805,0.56,-0.56,0,157.96151,15.57367,-15.25584,0,0.035431825,0.035431825
TrES-4 b,TrES-4,3.55392771,0.00000047,-0.00000047,0,0.05159,0.00059,-0.00061,0,20.602,0.908,-1.009,0,158.27934,10.48839,-10.17056,0,0.044073391,0.048975828
WASP-42 b,WASP-42,4.9816872,0.0000073,-0.0000073,0,0.0548,0.0017,-0.0017,0,12.106,0.639,-0.639,0,158.908,11.124,-11.124,0,0.052783744,0.052783744
WASP-101 b,WASP-101,3.585722,0.000004,-0.000004,0,0.0506,0.0009,-0.0009,0,15.8,0.56,-0.56,0,158.91,12.71,-12.71,0,0.035443038,0.035443038
Kepler-45 b,Kepler-45,2.45524122,0.00000065,-0.00000065,0,0.02954,0.00101,-0.00101,0,11.198,0.773,-0.773,0,158.915,19.38763,-19.38763,0,0.069030184,0.069030184
WASP-13 b,WASP-13,4.3530135,0.000003,-0.000003,0,,,,,15.771,0.583,-0.583,0,158.915,11.75971,-11.75971,0,0.036966584,0.036966584
WASP-42 b,WASP-42,4.9816872,0.0000073,-0.0000073,0,0.0548,0.0017,-0.0018,0,11.915,0.572,-0.572,0,159.23283,10.80622,-10.80622,0,0.048006714,0.048006714
WASP-6 b,WASP-6,3.361006,0.0000022,-0.0000035,0,0.0421,0.0008,-0.0013,0,13.72,0.57,-0.58,0,160,6,-12,0,0.04154519,0.042274052
Kepler-45 b,Kepler-45,2.455239,0.000004,-0.000004,0,0.03,,,0,10.76,1.23,-1.23,0,160.497,28.604,-28.604,0,0.114312268,0.114312268
WASP-60 b,WASP-60,4.3050011,0.0000062,-0.0000062,0,0.05311,0.00058,-0.00059,0,9.64,1.345,-1.345,0,160.50415,15.25584,-15.25584,0,0.139522822,0.139522822
WASP-110 b,WASP-110,3.77840121,0.00000082,-0.00000082,0,,,,,13.877,0.628,-0.628,0,162.09249,20.34102,-20.34102,0,0.045254738,0.045254738
WASP-101 b,WASP-101,3.58572,0.000004,-0.000004,0,,,,,16.029,1.009,-1.009,0,162.0933,25.4264,-25.4264,0,0.062948406,0.062948406
WASP-13 b,WASP-13,4.353011,0.000013,-0.000013,0,0.0557,0.0018,-0.0018,0,17.127,0.942,-0.942,0,162.72896,19.0698,-19.0698,0,0.055000876,0.055000876
WASP-17 b,WASP-17,3.7354845,0.0000019,-0.0000019,0,0.05151,0.00035,-0.00035,0,22.317,0.908,-0.908,0,162.72896,11.75971,-11.75971,0,0.040686472,0.040686472
